Species	Fruiting_body_type3	Fruiting_body_type1	Fruiting_body_type2	corrected
Conocybe_romagnesii_JX968323	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gastrocybe_lateritia	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_deliquescens_JX968327	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_papillata_JX968333	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_fiorii_JX968334	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_cettoiana_JX968335	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_alboradicans_JX968336	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_antipus_JX968332	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiotina_dasypus_strain_NL2279_JX9682	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_anthracophila_JX968329	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_inocybeoides_JX968319	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_dumetorum_JX968318	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_elegans_JX968341	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_hornana_JX968294	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_rostellata_JX968278	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_siliginea_JX968275	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_microspora_JX968276	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_enderlei_JX968277	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_tuxlaensis_JX968280	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_gigasperma_JX968295	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_volviornata_JX968339	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_juniana_var._sordescens_JX9683	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_juniana_JX968307	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_sabulicola_JX968302	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_aurea_JX968300	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_mesospora	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_subxerophytica_JX968303	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_macrocephala_JX968298	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_subovalis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_tenera_JX968296	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_semiglobata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_magnicapitata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_herbarum_JX968309	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_echinata_JX968312	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_ammophila_JX968313	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_rickeniana	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_singeriana_JX968282	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_farinacea_JX968283	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_pubescens_JX968289	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_subpubescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_lobauensis_JX968292	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_pseudocrispa_JX968348	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_pilosella_JX968349	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_dunensis_JX968345	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_velutinomarginata_JX968344	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Bolbitius_lacteus_JX968342	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_velutipes_JX968346	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_incarnata_JX968347	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_moseri_var._bisporigera_JX9683	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_microrrhiza_JX968340	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_leporina_JX968293	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_anthracophila_var._ovispora_JX	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_fuscimarginata_JX968356	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_lenticulospora_JX968359	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_cylindracea_JX968358	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_siennophylla_JX968363	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiotina_aberrans_strain_NL3161_JX968	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiotina_cyanopus_strain_WU2134_JX968	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_sulcatipes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Galerella_nigeriensis_strain	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Bolbitius_aurantiorugosus_KR052822	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Bolbitius_elegans_JX968367	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Bolbitius_vitellinus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Bolbitius_subvolvATus_strain_WU28379_JX	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Bolbitius_demangei	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Bolbitius_pallidus_KR425566	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Bolbitius_reticulatus_JX968366	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Bolbitius_bisporus_KR425564	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Bolbitius_psiTTACinus_EF648218	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Bolbitius_coprophilus_JX968370	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Bolbitius_titubans_JX968369	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_bispora_JX968320	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_subnuda	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiotina_sulCATA_strain_NL1975_JX9682	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiotina_striaepes_strain_WU26997_JX9	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiotina_aeruginosa_strain_WU27104_JX	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiotina_filaris	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiotina_vexans_strain_NL3967_JX96838	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_teneroides	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiotina_grACilenTA_KM975382	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_vexans	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiotina_indiCA_strain_WU20891_JX9683	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiotina_arrheni_strain_NL2509_JX9683	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_aporos	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiotina_brunnea_strain_NL1216_JX9683	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Conocybe_appendiculata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiotina_vestiTA_strain_NL2191_JX9683	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiotina_denTATomarginATA_strain_NL29	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Descolea_maculata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Descolea_gunnii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Descolea_antarctica	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Descomyces_albus_G1713_PERTH_8093288	NA	Gasteroid	Gasteroid	Gasteroid
Descomyces_angustisporus_G1705_PERTH_83	NA	Gasteroid	Gasteroid	Gasteroid
Coprinellus_eurysporus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_subimpatiens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_phaseolisporus_HQ847084	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_angulatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_cylindrospora_HQ847081	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_sclerocystidiosus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_bisporus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_congregatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_impatiens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_callinus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_herbicolus_HQ847066	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_callinussimilis_HQ847067	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_ovispora_HQ847087	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_radicellus_HQ847077	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_heptemeroides_HQ847086	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_diversicystis_HQ847085	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_steppicola_HQ847073	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_incrusticystidiata_HQ847093	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_brevisetulosus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_pellucidus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_fuscocystidiata_HQ847064	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_amphithallus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_plagioporus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_subpurpureus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_mitrinodulisporum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_doverii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_velatopruinatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_sp._HQ847057	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_cinereopallidus_HQ847090	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_callinus_var._limicola_HQ84	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_heterothrix	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_pallidus_HQ847076	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_subdisseminatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_marculentus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinus_sp._G1913_HCC69	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_bisporiger	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_heterosetulosus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_pseudoamphithallus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_radians	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_domesticus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinus_sp._G1927_HCC72	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_aureogranulatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_flocculosus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_xanthothrix	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_silvaticus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_deliquescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_curtus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinus_sp._G1912_HCC71	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinus_sp._G1853_HCC68	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_disseminatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinus_rufopruinatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_micaceus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_truncorum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_heptemerus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_deminutus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_verrucispermus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_leucotephra_FM160683	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_candolleana	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_huronensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_typhae_DQ389721	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_hymenocephala	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_incerta	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_badiophylla_FM876268	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_argillospora	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_floccosa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_fusca_FM876288	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_panaeoloides_FM876279	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_tephrophylla	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_patouillardii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinus_cordisporus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_coprophila_FN396206	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_melleipallida	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_reticulata_FN396193	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_olympiana	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_cystidiosa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_pygmaea_FM876267	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_nolitangere_FN396203	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_lutensis_FN396204	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_iterata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_paradoxa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_pennata_DQ389710	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_carbonicola	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_dicrani_DQ389698	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_umbrina_FM876260	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_umbrina_DQ389697	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_sacchariolens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_merdicola_DQ389688	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_impexa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_rostellata_DQ389693	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_ellenaevaryubaensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_spintrigeroides_DQ389696	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_hirta_AY207282	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_fimiseda_DQ389690	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_murcida	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_fagetophila_FM876259	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_romagnesii_DQ389715	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_sphaerocystis_DQ389707	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_caputmedusae_HQ847136	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_hirta_DQ389702	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_vestita	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_fibrillosa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_maculata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_pertinax_FM876269	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_piluliformis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_vernalis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_senex_FN396169	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_pervelata_FN396192	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_epimyces_DQ986234	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_fatua	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_kauffmanii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_magnispora_FM160682	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_ammophila	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_phegophila	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_clivensis_DQ389683	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_phaseolispora_FM160681	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_spadiceogrisea_FM876282	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_fulvescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_microrrhiza	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_gracilis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_multipedata_GQ249291	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_corrugis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_longicauda	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_pseudogracilis_FM876283	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_atomata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_bipellis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_aquatica	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_rhizophorae	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_squamifera	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_romellii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_ramicola	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
GAlerella_floriformis_strain_WU22833_JX	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_stercoraria_DQ389669	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_prona_var._utriformis_FM160	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_pronavarutriformis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_calcarea_DQ389671	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_ogemawensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_subtruncatispora	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Cystoagaricus_strobilomyces	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_subamara	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_sylvestris_FN396179	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_madeodisca	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Kauffmania_larga	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyrella_delineata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_sp._HQ847121	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_filamentifera	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_candidolanata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_radiata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_narcotica	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_semitalis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_laanii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_stercorea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_sclerotiger	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_calospora	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_spelaiophila	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinellus_sassii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_pseudofriesii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_friesii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_argentea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_gonophylla	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Coprinopsis_phaeospora	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
